Date,AAL,AAPL,ADBE,ADI,ADP,ADSK,AKAM,ALXN,AMAT,AMGN
2016-05-06,32.706066941185,90.981767199592,94.3,53.802655270461,84.378533732861,58.66,49.94,140.99,19.559347077605,148.20843386926
2016-05-09,32.616949592571,91.050454901317,94.61,53.569869309312,84.679712149179,58.79,50.15,143.52,19.579034392228,150.35624197155
2016-05-10,33.438809585341,91.668644216845,96.52,54.413718418476,85.981580142294,59.57,51.97,145.48,19.66762730803,152.12673243425
2016-05-11,32.537734171581,90.775704094416,96.1,54.074238891801,84.203655942741,59.03,50.72,138.86,19.697158279964,149.16624018515
2016-05-12,31.02273924515,88.646385340931,95.96,53.249788612733,84.077355316544,58.06,51.12,139.11,19.323099302134,147.92786434239
2016-05-13,31.200973942378,88.823010859653,95.97,53.075199141871,83.319551559357,57.87,50.49,139.74,19.303411987511,148.36323084961
2016-05-16,31.804991527425,92.120020542469,97.23,53.763857610269,84.232802241095,59.08,51.36,144.57,19.539659762983,149.25915584063
2016-05-17,32.319891763859,91.73733191857,95.93,53.705661119982,82.921218815195,57.98,50.965,139.96,19.332942959445,146.18184826278
2016-05-18,32.290185980988,92.787272502086,96.7,54.142134797136,83.164104634806,57.76,50.97,142.33,19.608565364162,146.8830069514
2016-05-19,31.834697310296,92.434021464641,95.88,54.025741816561,82.717194726722,57.52,50.68,139.03,19.598721706851,144.77953088553
2016-05-20,31.696070323564,93.434899404067,96.88,54.840492680581,83.037804008608,56.19,51.73,142.52,22.305727467465,146.25001646862
2016-05-23,31.4188163501,94.622215391034,96.62,55.053879811634,82.824064487351,56.96,51.29,142.51,22.541975242937,145.39304473808
2016-05-24,31.834697310296,96.064657127265,99.63,56.469994408621,84.971175132712,58.46,52.7,146.67,23.221187597419,148.72354850904
2016-05-25,31.854501165544,97.752412083945,99.61,56.92586691587,85.029467729419,58.91,52.86,149.61,23.389242169218,151.49896831817
2016-05-26,31.200973942378,98.527601860559,99.37,56.945405569351,85.204345519539,58.11,53.98,148.17,23.458441110547,151.47949168793
2016-05-27,31.33960092911,98.468726687651,100.14,57.091945470456,85.53467023421,59.34,54.2,150.42,24.160316086884,152.63835118718
2016-05-31,31.597051047327,97.987912775574,99.47,57.150561430898,85.340361578521,58.27,54.58,150.9,24.14054496079,153.81668731668
2016-06-01,31.636658757822,96.614158741068,100.04,57.297101332003,85.612393696485,58.3,54.42,152.7,24.101002708602,153.91407046787
