PERMNO,date,PRC,RETX,sprtrn
86580,20161219,101.63000,0.012150,0.001975
86580,20161220,105.17000,0.034832,0.003638
86580,20161221,105.83000,0.006276,-0.002457
86580,20161222,107.11000,0.012095,-0.001863
86580,20161223,109.78000,0.024928,0.001252
86580,20161227,117.32000,0.068683,0.002248
86580,20161228,109.25000,-0.068786,-0.008357
86580,20161229,111.43000,0.019954,-0.000293
86580,20161230,106.74000,-0.042089,-0.004637
86580,20170103,102.01000,-0.044313,0.008487
86580,20170104,104.39000,0.023331,0.005722
86580,20170105,101.74000,-0.025386,-0.000771
86580,20170106,103.10000,0.013367,0.003517
86580,20170109,107.28000,0.040543,-0.003549
86580,20170110,106.47000,-0.007550,0.000000
86580,20170111,105.16000,-0.012304,0.002830
86580,20170112,103.44000,-0.016356,-0.002145
86580,20170113,103.43000,-0.000097,0.001850
86580,20170117,101.11000,-0.022431,-0.002968
86580,20170118,102.95000,0.018198,0.001764
86580,20170119,105.16000,0.021467,-0.003609
86580,20170120,104.01000,-0.010936,0.003366
86580,20170123,105.09000,0.010384,-0.002690
86580,20170124,107.33000,0.021315,0.006565
86580,20170125,107.79000,0.004286,0.008026
86580,20170126,109.65000,0.017256,-0.000735
86580,20170127,111.77000,0.019334,-0.000866
86580,20170130,110.02000,-0.015657,-0.006010
86580,20170131,109.18000,-0.007635,-0.000890
86580,20170201,113.95000,0.043689,0.000298
86580,20170202,115.39000,0.012637,0.000570
86580,20170203,114.38000,-0.008753,0.007265
86580,20170206,117.31000,0.025616,-0.002115
86580,20170207,119.13000,0.015514,0.000227
86580,20170208,118.61000,-0.004365,0.000693
86580,20170209,116.38000,-0.018801,0.005752
86580,20170210,113.62000,-0.023715,0.003566
86580,20170213,108.38000,-0.046119,0.005246
86580,20170214,108.78000,0.003691,0.004007
86580,20170215,109.00000,0.002022,0.004992
86580,20170216,107.25000,-0.016055,-0.000864
86580,20170217,107.23000,-0.000186,0.001679
86580,20170221,111.07000,0.035811,0.006048
86580,20170222,110.76000,-0.002791,-0.001082
86580,20170223,100.49000,-0.092723,0.000419
86580,20170224,101.46000,0.009653,0.001493
86580,20170227,104.41000,0.029076,0.001018
86580,20170228,101.48000,-0.028062,-0.002578
86580,20170301,102.79000,0.012909,0.013674
86580,20170302,99.00000,-0.036871,-0.005860
86580,20170303,98.43000,-0.005758,0.000504
86580,20170306,97.67000,-0.007721,-0.003277
86580,20170307,98.74000,0.010955,-0.002913
86580,20170308,98.56000,-0.001823,-0.002284
86580,20170309,98.54000,-0.000203,0.000800
86580,20170310,99.12000,0.005886,0.003269
86580,20170313,101.85000,0.027542,0.000367
86580,20170314,101.78000,-0.000687,-0.003379
86580,20170315,102.55000,0.007565,0.008375
86580,20170316,103.81000,0.012287,-0.001627
86580,20170317,106.07000,0.021771,-0.001314
86580,20170320,109.45000,0.031866,-0.002010
86580,20170321,105.91000,-0.032343,-0.012408
86580,20170322,108.07000,0.020395,0.001890
86580,20170323,107.09000,-0.009068,-0.001060
86580,20170324,107.47000,0.003548,-0.000844
86580,20170327,108.25000,0.007258,-0.001020
86580,20170328,107.69000,-0.005173,0.007251
86580,20170329,107.34000,-0.003250,0.001085
86580,20170330,109.40000,0.019191,0.002935
86580,20170331,108.93000,-0.004296,-0.002255
86580,20170403,108.38000,-0.005049,-0.001642
86580,20170404,100.78000,-0.070124,0.000560
86580,20170405,100.03000,-0.007442,-0.003055
86580,20170406,100.76000,0.007298,0.001929
86580,20170407,100.33000,-0.004268,-0.000827
86580,20170410,97.77000,-0.025516,0.000688
86580,20170411,98.12000,0.003580,-0.001434
86580,20170412,97.31000,-0.008255,-0.003760
86580,20170413,95.49000,-0.018703,-0.006815
86580,20170417,99.23000,0.039166,0.008613
86580,20170418,99.29000,0.000605,-0.002903
86580,20170419,99.68000,0.003928,-0.001716
86580,20170420,101.26000,0.015851,0.007557
