,OptStrike,OptPutCall,OptBid,OptAsk,OptExpDate,OptName,Unnamed: 6,Unnamed: 7,Unnamed: 8,Spot,139.78
1005,95.0,Put,3.8,4.15,2019-01-18,AAPL US 01/18/19 P95 Equity,,,,,
1006,97.5,Put,4.25,4.85,2019-01-18,AAPL US 01/18/19 P97.5 Equity,,,,,
1007,100.0,Put,4.8,5.05,2019-01-18,AAPL US 01/18/19 P100 Equity,,,,,
1008,105.0,Put,5.85,6.1,2019-01-18,AAPL US 01/18/19 P105 Equity,,,,,
1009,110.0,Put,7.25,7.4,2019-01-18,AAPL US 01/18/19 P110 Equity,,,,,
1010,115.0,Put,8.5,8.9,2019-01-18,AAPL US 01/18/19 P115 Equity,,,,,
1011,120.0,Put,10.1,10.75,2019-01-18,AAPL US 01/18/19 P120 Equity,,,,,
1012,125.0,Put,11.95,12.55,2019-01-18,AAPL US 01/18/19 P125 Equity,,,,,
1013,130.0,Put,14.0,14.7,2019-01-18,AAPL US 01/18/19 P130 Equity,,,,,
1014,135.0,Put,16.1,16.55,2019-01-18,AAPL US 01/18/19 P135 Equity,,,,,
1015,140.0,Put,18.45,19.0,2019-01-18,AAPL US 01/18/19 P140 Equity,,,,,
1016,145.0,Put,21.1,22.0,2019-01-18,AAPL US 01/18/19 P145 Equity,,,,,
1017,150.0,Put,24.0,25.3,2019-01-18,AAPL US 01/18/19 P150 Equity,,,,,
1018,155.0,Put,27.05,28.35,2019-01-18,AAPL US 01/18/19 P155 Equity,,,,,
1019,160.0,Put,30.35,31.75,2019-01-18,AAPL US 01/18/19 P160 Equity,,,,,
1020,165.0,Put,33.6,35.05,2019-01-18,AAPL US 01/18/19 P165 Equity,,,,,
1021,170.0,Put,37.2,38.45,2019-01-18,AAPL US 01/18/19 P170 Equity,,,,,
1022,175.0,Put,40.75,42.85,2019-01-18,AAPL US 01/18/19 P175 Equity,,,,,
1023,180.0,Put,44.75,46.85,2019-01-18,AAPL US 01/18/19 P180 Equity,,,,,
1024,185.0,Put,47.85,51.0,2019-01-18,AAPL US 01/18/19 P185 Equity,,,,,
1025,190.0,Put,52.1,55.35,2019-01-18,AAPL US 01/18/19 P190 Equity,,,,,
1026,195.0,Put,56.4,59.65,2019-01-18,AAPL US 01/18/19 P195 Equity,,,,,
